SONG_ID,SONG_TITLE,ARTIST,BOUNDARIES_1,SEGMENTS_JSON_1,BOUNDARIES_2,SEGMENTS_JSON_2,SPECTROGRAM_PATH_MEL,SPECTROGRAM_PATH_LINEAR,SPECTROGRAM_MATRIX_PATH
378,I  ve Got Two Legs,Monty Python,"[0.0, 0.255419501, 12.074376417, 28.775691609, 29.303582766, 33.60632653, 35.02371882]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.255419501, ""f"": ""Intro""}, {""t"": 12.074376417, ""f"": ""Verse""}, {""t"": 28.775691609, ""f"": ""no_function""}, {""t"": 29.303582766, ""f"": ""break""}, {""t"": 33.60632653, ""f"": ""Silence""}, {""t"": 35.02371882, ""f"": ""End""}]","[0.0, 0.185759637, 8.007664399, 12.538820861, 28.892517006, 29.876077097, 32.738820861, 35.007619047]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.185759637, ""f"": ""no_function""}, {""t"": 8.007664399, ""f"": ""Intro""}, {""t"": 12.538820861, ""f"": ""no_function""}, {""t"": 28.892517006, ""f"": ""Verse""}, {""t"": 29.876077097, ""f"": ""no_function""}, {""t"": 32.738820861, ""f"": ""Silence""}, {""t"": 35.007619047, ""f"": ""End""}]",spectrograms/mel/378_Monty_Python_I__ve_Got_Two_Legs.png,spectrograms/linear/378_Monty_Python_I__ve_Got_Two_Legs.png,spectrograms/matrices/378_Monty_Python_I__ve_Got_Two_Legs.npy
380,Henry Kissinger,Monty Python,"[0.0, 0.179591836, 10.052698412, 19.700680272, 29.404807256, 39.092766439, 48.916462585, 58.573356009, 68.268730158, 78.00462585, 88.07664399, 91.12600907]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.179591836, ""f"": ""Intro""}, {""t"": 10.052698412, ""f"": ""Verse""}, {""t"": 19.700680272, ""f"": ""no_function""}, {""t"": 29.404807256, ""f"": ""no_function""}, {""t"": 39.092766439, ""f"": ""Chorus""}, {""t"": 48.916462585, ""f"": ""Verse""}, {""t"": 58.573356009, ""f"": ""no_function""}, {""t"": 68.268730158, ""f"": ""no_function""}, {""t"": 78.00462585, ""f"": ""Chorus""}, {""t"": 88.07664399, ""f"": ""Silence""}, {""t"": 91.12600907, ""f"": ""End""}]","[0.0, 0.162539682, 9.961337868, 48.83154195, 91.115079365]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.162539682, ""f"": ""Intro""}, {""t"": 9.961337868, ""f"": ""Verse""}, {""t"": 48.83154195, ""f"": ""Verse""}, {""t"": 91.115079365, ""f"": ""End""}]",spectrograms/mel/380_Monty_Python_Henry_Kissinger.png,spectrograms/linear/380_Monty_Python_Henry_Kissinger.png,spectrograms/matrices/380_Monty_Python_Henry_Kissinger.npy
382,A Night on Dildo,The Arrogant Worms,"[0.0, 0.487619047, 44.071473922, 50.763922902, 57.260113378, 63.87063492, 70.481632653, 81.926530612, 88.506122448, 95.118367346, 101.648979591, 108.208185941, 114.786190476, 126.293333333, 132.887800453, 139.54324263, 147.648866213, 154.253061224, 160.881632653, 178.907528344, 185.515351473, 192.097732426, 204.408163265, 208.284739229]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.487619047, ""f"": ""Intro""}, {""t"": 44.071473922, ""f"": ""no_function""}, {""t"": 50.763922902, ""f"": ""Verse""}, {""t"": 57.260113378, ""f"": ""Verse""}, {""t"": 63.87063492, ""f"": ""Verse""}, {""t"": 70.481632653, ""f"": ""Pre-Chorus""}, {""t"": 81.926530612, ""f"": ""Chorus""}, {""t"": 88.506122448, ""f"": ""Chorus""}, {""t"": 95.118367346, ""f"": ""Verse""}, {""t"": 101.648979591, ""f"": ""Verse""}, {""t"": 108.208185941, ""f"": ""Verse""}, {""t"": 114.786190476, ""f"": ""Pre-Chorus""}, {""t"": 126.293333333, ""f"": ""break""}, {""t"": 132.887800453, ""f"": ""Verse""}, {""t"": 139.54324263, ""f"": ""Verse""}, {""t"": 147.648866213, ""f"": ""Verse""}, {""t"": 154.253061224, ""f"": ""Verse""}, {""t"": 160.881632653, ""f"": ""Pre-Chorus""}, {""t"": 178.907528344, ""f"": ""Chorus""}, {""t"": 185.515351473, ""f"": ""Chorus""}, {""t"": 192.097732426, ""f"": ""Outro""}, {""t"": 204.408163265, ""f"": ""Silence""}, {""t"": 208.284739229, ""f"": ""End""}]","[0.0, 0.487619047, 19.017120181, 48.379070294, 62.815011337, 69.454036281, 98.188866213, 112.494421768, 133.226734693, 158.186689342, 169.038344671]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.487619047, ""f"": ""Intro""}, {""t"": 19.017120181, ""f"": ""Verse""}, {""t"": 48.379070294, ""f"": ""Chorus""}, {""t"": 62.815011337, ""f"": ""Interlude""}, {""t"": 69.454036281, ""f"": ""Verse""}, {""t"": 98.188866213, ""f"": ""Chorus""}, {""t"": 112.494421768, ""f"": ""no_function""}, {""t"": 133.226734693, ""f"": ""Chorus""}, {""t"": 158.186689342, ""f"": ""no_function""}, {""t"": 169.038344671, ""f"": ""End""}]",spectrograms/mel/382_The_Arrogant_Worms_A_Night_on_Dildo.png,spectrograms/linear/382_The_Arrogant_Worms_A_Night_on_Dildo.png,spectrograms/matrices/382_The_Arrogant_Worms_A_Night_on_Dildo.npy
384,I Ran Away,The Arrogant Worms,"[0.0, 0.375873015, 21.818730158, 38.169727891, 62.16877551, 78.190907029, 103.603310657, 119.492290249, 147.920680272, 174.529183673, 189.842471655]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.375873015, ""f"": ""Verse""}, {""t"": 21.818730158, ""f"": ""Chorus""}, {""t"": 38.169727891, ""f"": ""Verse""}, {""t"": 62.16877551, ""f"": ""Chorus""}, {""t"": 78.190907029, ""f"": ""Verse""}, {""t"": 103.603310657, ""f"": ""Chorus""}, {""t"": 119.492290249, ""f"": ""Verse""}, {""t"": 147.920680272, ""f"": ""Chorus""}, {""t"": 174.529183673, ""f"": ""Outro""}, {""t"": 189.842471655, ""f"": ""End""}]","[0.0, 0.325079365, 0.325079365, 15.511383219, 21.74877551, 38.583469387, 38.583469387, 55.5630839, 62.109047619, 78.805918367, 78.805918367, 97.570249433, 103.581156462, 120.08356009, 120.08356009, 136.556553287, 147.900839002, 161.261020408, 174.525600907, 177.84585034, 186.810340136, 189.755328798]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.325079365, ""f"": ""Solo""}, {""t"": 0.325079365, ""f"": ""Verse""}, {""t"": 15.511383219, ""f"": ""Pre-Chorus""}, {""t"": 21.74877551, ""f"": ""Chorus""}, {""t"": 38.583469387, ""f"": ""Solo""}, {""t"": 38.583469387, ""f"": ""Verse""}, {""t"": 55.5630839, ""f"": ""Pre-Chorus""}, {""t"": 62.109047619, ""f"": ""Chorus""}, {""t"": 78.805918367, ""f"": ""Solo""}, {""t"": 78.805918367, ""f"": ""Verse""}, {""t"": 97.570249433, ""f"": ""Pre-Chorus""}, {""t"": 103.581156462, ""f"": ""Chorus""}, {""t"": 120.08356009, ""f"": ""Solo""}, {""t"": 120.08356009, ""f"": ""Verse""}, {""t"": 136.556553287, ""f"": ""Pre-Chorus""}, {""t"": 147.900839002, ""f"": ""Chorus""}, {""t"": 161.261020408, ""f"": ""Chorus""}, {""t"": 174.525600907, ""f"": ""Outro""}, {""t"": 177.84585034, ""f"": ""Outro""}, {""t"": 186.810340136, ""f"": ""Silence""}, {""t"": 189.755328798, ""f"": ""End""}]",spectrograms/mel/384_The_Arrogant_Worms_I_Ran_Away.png,spectrograms/linear/384_The_Arrogant_Worms_I_Ran_Away.png,spectrograms/matrices/384_The_Arrogant_Worms_I_Ran_Away.npy
386,Glow Worm Cha Cha Cha,Jackie Davis,"[0.0, 0.394739229, 7.256870748, 34.249433106, 61.240907029, 81.188571428, 107.603333333, 134.333038548, 140.829024943, 143.699591836]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.394739229, ""f"": ""Intro""}, {""t"": 7.256870748, ""f"": ""Head""}, {""t"": 34.249433106, ""f"": ""Solo""}, {""t"": 61.240907029, ""f"": ""Solo""}, {""t"": 81.188571428, ""f"": ""Solo""}, {""t"": 107.603333333, ""f"": ""Solo""}, {""t"": 134.333038548, ""f"": ""Outro""}, {""t"": 140.829024943, ""f"": ""Silence""}, {""t"": 143.699591836, ""f"": ""End""}]","[0.0, 0.314172335, 7.214965986, 20.771020408, 34.228594104, 47.799138321, 61.233469387, 74.689160997, 81.212403628, 94.379070294, 107.583968253, 120.925668934, 140.518684807, 143.699591836]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.314172335, ""f"": ""Intro""}, {""t"": 7.214965986, ""f"": ""Chorus""}, {""t"": 20.771020408, ""f"": ""Chorus""}, {""t"": 34.228594104, ""f"": ""no_function""}, {""t"": 47.799138321, ""f"": ""no_function""}, {""t"": 61.233469387, ""f"": ""Transition""}, {""t"": 74.689160997, ""f"": ""Solo""}, {""t"": 81.212403628, ""f"": ""Chorus""}, {""t"": 94.379070294, ""f"": ""Chorus""}, {""t"": 107.583968253, ""f"": ""Solo""}, {""t"": 120.925668934, ""f"": ""Solo""}, {""t"": 140.518684807, ""f"": ""Silence""}, {""t"": 143.699591836, ""f"": ""End""}]",spectrograms/mel/386_Jackie_Davis_Glow_Worm_Cha_Cha_Cha.png,spectrograms/linear/386_Jackie_Davis_Glow_Worm_Cha_Cha_Cha.png,spectrograms/matrices/386_Jackie_Davis_Glow_Worm_Cha_Cha_Cha.npy
388,Crane White Lightning,RZA,"[0.0, 0.226394557, 8.99585034, 51.09877551, 52.832653061, 74.939206349, 96.226893424, 97.7523356]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.226394557, ""f"": ""Intro""}, {""t"": 8.99585034, ""f"": ""no_function""}, {""t"": 51.09877551, ""f"": ""Silence""}, {""t"": 52.832653061, ""f"": ""no_function""}, {""t"": 74.939206349, ""f"": ""no_function""}, {""t"": 96.226893424, ""f"": ""Silence""}, {""t"": 97.7523356, ""f"": ""End""}]","[0.0, 0.232199546, 50.758820861, 52.82510204, 74.859750566, 89.552086167, 96.214263038, 97.76430839]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.232199546, ""f"": ""Intro""}, {""t"": 50.758820861, ""f"": ""Break""}, {""t"": 52.82510204, ""f"": ""no_function""}, {""t"": 74.859750566, ""f"": ""no_function""}, {""t"": 89.552086167, ""f"": ""Outro""}, {""t"": 96.214263038, ""f"": ""Silence""}, {""t"": 97.76430839, ""f"": ""End""}]",spectrograms/mel/388_RZA_Crane_White_Lightning.png,spectrograms/linear/388_RZA_Crane_White_Lightning.png,spectrograms/matrices/388_RZA_Crane_White_Lightning.npy
392,Go Slow,Julie London,"[0.0, 0.371519274, 9.487256235, 36.875351473, 63.720657596, 90.832086167, 117.821927437, 132.72526077, 135.091927437]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.371519274, ""f"": ""Intro""}, {""t"": 9.487256235, ""f"": ""Head""}, {""t"": 36.875351473, ""f"": ""Head""}, {""t"": 63.720657596, ""f"": ""Bridge""}, {""t"": 90.832086167, ""f"": ""Head""}, {""t"": 117.821927437, ""f"": ""Outro""}, {""t"": 132.72526077, ""f"": ""Silence""}, {""t"": 135.091927437, ""f"": ""End""}]","[0.0, 0.534512471, 9.752380952, 36.917210884, 63.785328798, 90.743582766, 117.996145124, 133.004829931, 135.080997732]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.534512471, ""f"": ""Intro""}, {""t"": 9.752380952, ""f"": ""Verse""}, {""t"": 36.917210884, ""f"": ""Verse""}, {""t"": 63.785328798, ""f"": ""Bridge""}, {""t"": 90.743582766, ""f"": ""no_function""}, {""t"": 117.996145124, ""f"": ""Outro""}, {""t"": 133.004829931, ""f"": ""Silence""}, {""t"": 135.080997732, ""f"": ""End""}]",spectrograms/mel/392_Julie_London_Go_Slow.png,spectrograms/linear/392_Julie_London_Go_Slow.png,spectrograms/matrices/392_Julie_London_Go_Slow.npy
394,South of the Border,Herb Alpert & The Tijuana Brass,"[0.0, 0.255419501, 13.064988662, 39.816984126, 66.425646258, 79.541609977, 106.185124716, 112.713764172, 123.901678004, 131.268888888]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.255419501, ""f"": ""Intro""}, {""t"": 13.064988662, ""f"": ""Theme""}, {""t"": 39.816984126, ""f"": ""no_function""}, {""t"": 66.425646258, ""f"": ""Interlude""}, {""t"": 79.541609977, ""f"": ""Theme""}, {""t"": 106.185124716, ""f"": ""Outro""}, {""t"": 112.713764172, ""f"": ""Fade-out""}, {""t"": 123.901678004, ""f"": ""Silence""}, {""t"": 131.268888888, ""f"": ""End""}]","[0.0, 0.0, 6.445986394, 13.129365079, 39.803310657, 66.48446712, 79.637845804, 106.157324263, 112.69324263, 123.910408163, 131.286689342]","[{""t"": 0.0, ""f"": ""Intro""}, {""t"": 0.0, ""f"": ""Silence""}, {""t"": 6.445986394, ""f"": ""Intro""}, {""t"": 13.129365079, ""f"": ""no_function""}, {""t"": 39.803310657, ""f"": ""no_function""}, {""t"": 66.48446712, ""f"": ""Bridge""}, {""t"": 79.637845804, ""f"": ""no_function""}, {""t"": 106.157324263, ""f"": ""Outro""}, {""t"": 112.69324263, ""f"": ""Fade-out""}, {""t"": 123.910408163, ""f"": ""Silence""}, {""t"": 131.286689342, ""f"": ""End""}]",spectrograms/mel/394_Herb_Alpert_&_The_Tijuana_Brass_South_of_the_Border.png,spectrograms/linear/394_Herb_Alpert_&_The_Tijuana_Brass_South_of_the_Border.png,spectrograms/matrices/394_Herb_Alpert_&_The_Tijuana_Brass_South_of_the_Border.npy
396,Minor Swing,David Grisman Quintet,"[0.0, 0.195918367, 0.195918367, 15.232267573, 22.685873015, 29.930498866, 51.896575963, 59.210861678, 88.676984126, 118.027006802, 118.027006802, 147.493129251, 169.742040816, 176.661587301, 179.670204081]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.195918367, ""f"": ""Head""}, {""t"": 0.195918367, ""f"": ""guitar""}, {""t"": 15.232267573, ""f"": ""Solo""}, {""t"": 22.685873015, ""f"": ""Head""}, {""t"": 29.930498866, ""f"": ""Solo""}, {""t"": 51.896575963, ""f"": ""gypsy""}, {""t"": 59.210861678, ""f"": ""Solo""}, {""t"": 88.676984126, ""f"": ""Solo""}, {""t"": 118.027006802, ""f"": ""Solo""}, {""t"": 118.027006802, ""f"": ""guitar""}, {""t"": 147.493129251, ""f"": ""Head""}, {""t"": 169.742040816, ""f"": ""Outro""}, {""t"": 176.661587301, ""f"": ""Silence""}, {""t"": 179.670204081, ""f"": ""End""}]","[0.0, 0.185759637, 15.084353741, 22.505646258, 30.024535147, 59.264648526, 88.72877551, 118.082947845, 147.636598639, 169.633764172, 177.162879818, 179.680997732]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.185759637, ""f"": ""no_function""}, {""t"": 15.084353741, ""f"": ""no_function""}, {""t"": 22.505646258, ""f"": ""no_function""}, {""t"": 30.024535147, ""f"": ""Solo""}, {""t"": 59.264648526, ""f"": ""Solo""}, {""t"": 88.72877551, ""f"": ""Solo""}, {""t"": 118.082947845, ""f"": ""Solo""}, {""t"": 147.636598639, ""f"": ""Outro""}, {""t"": 169.633764172, ""f"": ""no_function""}, {""t"": 177.162879818, ""f"": ""Silence""}, {""t"": 179.680997732, ""f"": ""End""}]",spectrograms/mel/396_David_Grisman_Quintet_Minor_Swing.png,spectrograms/linear/396_David_Grisman_Quintet_Minor_Swing.png,spectrograms/matrices/396_David_Grisman_Quintet_Minor_Swing.npy
398,Sally And Jack,Pino Donaggio,"[0.0, 0.696598639, 17.158571428, 33.784557823, 50.715034013, 61.871292517, 70.135736961, 83.296258503, 86.061337868]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.696598639, ""f"": ""Intro""}, {""t"": 17.158571428, ""f"": ""Main_Theme""}, {""t"": 33.784557823, ""f"": ""Theme""}, {""t"": 50.715034013, ""f"": ""Transition""}, {""t"": 61.871292517, ""f"": ""Main_Theme""}, {""t"": 70.135736961, ""f"": ""Outro""}, {""t"": 83.296258503, ""f"": ""Silence""}, {""t"": 86.061337868, ""f"": ""End""}]","[0.0, 0.472993197, 15.763922902, 49.887913832, 60.379070294, 83.122698412, 86.049818594]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.472993197, ""f"": ""no_function""}, {""t"": 15.763922902, ""f"": ""no_function""}, {""t"": 49.887913832, ""f"": ""no_function""}, {""t"": 60.379070294, ""f"": ""no_function""}, {""t"": 83.122698412, ""f"": ""Silence""}, {""t"": 86.049818594, ""f"": ""End""}]",spectrograms/mel/398_Pino_Donaggio_Sally_And_Jack.png,spectrograms/linear/398_Pino_Donaggio_Sally_And_Jack.png,spectrograms/matrices/398_Pino_Donaggio_Sally_And_Jack.npy
400,Big Town,Laurindo Almeida And The Danzaneros,"[0.0, 0.278639455, 9.055759637, 26.424285714, 43.746371882, 60.487959183, 77.415306122, 94.319433106, 111.339659863, 128.499206349, 146.007052154, 162.400340136, 164.231836734]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.278639455, ""f"": ""Intro""}, {""t"": 9.055759637, ""f"": ""Head""}, {""t"": 26.424285714, ""f"": ""no_function""}, {""t"": 43.746371882, ""f"": ""Solo""}, {""t"": 60.487959183, ""f"": ""no_function""}, {""t"": 77.415306122, ""f"": ""Solo""}, {""t"": 94.319433106, ""f"": ""no_function""}, {""t"": 111.339659863, ""f"": ""Head""}, {""t"": 128.499206349, ""f"": ""no_function""}, {""t"": 146.007052154, ""f"": ""Outro""}, {""t"": 162.400340136, ""f"": ""Silence""}, {""t"": 164.231836734, ""f"": ""End""}]","[0.0, 0.371519274, 9.102222222, 43.676417233, 77.35723356, 111.185011337, 145.883469387, 164.234285714]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.371519274, ""f"": ""Intro""}, {""t"": 9.102222222, ""f"": ""Head""}, {""t"": 43.676417233, ""f"": ""no_function""}, {""t"": 77.35723356, ""f"": ""Solo""}, {""t"": 111.185011337, ""f"": ""Head""}, {""t"": 145.883469387, ""f"": ""Outro""}, {""t"": 164.234285714, ""f"": ""End""}]",spectrograms/mel/400_Laurindo_Almeida_And_The_Danzaneros_Big_Town.png,spectrograms/linear/400_Laurindo_Almeida_And_The_Danzaneros_Big_Town.png,spectrograms/matrices/400_Laurindo_Almeida_And_The_Danzaneros_Big_Town.npy
402,Lively Up Yourself,Charlie Hunter,"[0.0, 0.255419501, 27.92356009, 81.66893424, 108.372244897, 136.16324263, 163.303628117, 190.273922902, 217.042630385, 244.048185941, 270.671836734, 297.343832199, 324.024126984, 340.015646258]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.255419501, ""f"": ""Intro""}, {""t"": 27.92356009, ""f"": ""Verse""}, {""t"": 81.66893424, ""f"": ""Chorus""}, {""t"": 108.372244897, ""f"": ""Interlude""}, {""t"": 136.16324263, ""f"": ""Verse""}, {""t"": 163.303628117, ""f"": ""no_function""}, {""t"": 190.273922902, ""f"": ""Chorus""}, {""t"": 217.042630385, ""f"": ""Interlude""}, {""t"": 244.048185941, ""f"": ""Verse""}, {""t"": 270.671836734, ""f"": ""no_function""}, {""t"": 297.343832199, ""f"": ""Chorus""}, {""t"": 324.024126984, ""f"": ""Outro""}, {""t"": 340.015646258, ""f"": ""End""}]","[0.0, 0.255419501, 27.94371882, 81.737142857, 108.449229024, 136.361156462, 190.37723356, 217.121269841, 244.055056689, 270.743514739, 297.415238095, 324.145011337, 336.487029478, 340.024988662]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.255419501, ""f"": ""Theme""}, {""t"": 27.94371882, ""f"": ""Solo""}, {""t"": 81.737142857, ""f"": ""Chorus""}, {""t"": 108.449229024, ""f"": ""Theme""}, {""t"": 136.361156462, ""f"": ""Solo""}, {""t"": 190.37723356, ""f"": ""Chorus""}, {""t"": 217.121269841, ""f"": ""Theme""}, {""t"": 244.055056689, ""f"": ""Solo""}, {""t"": 270.743514739, ""f"": ""Solo""}, {""t"": 297.415238095, ""f"": ""Chorus""}, {""t"": 324.145011337, ""f"": ""Outro""}, {""t"": 336.487029478, ""f"": ""Silence""}, {""t"": 340.024988662, ""f"": ""End""}]",spectrograms/mel/402_Charlie_Hunter_Lively_Up_Yourself.png,spectrograms/linear/402_Charlie_Hunter_Lively_Up_Yourself.png,spectrograms/matrices/402_Charlie_Hunter_Lively_Up_Yourself.npy
404,Minaret,Erik Truffaz,"[0.0, 0.273469387, 34.11909297, 125.289795918, 141.35510204, 261.044897959, 334.236734693, 353.264648526, 358.045918367]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.273469387, ""f"": ""Intro""}, {""t"": 34.11909297, ""f"": ""Solo""}, {""t"": 125.289795918, ""f"": ""no_function""}, {""t"": 141.35510204, ""f"": ""no_function""}, {""t"": 261.044897959, ""f"": ""no_function""}, {""t"": 334.236734693, ""f"": ""Outro""}, {""t"": 353.264648526, ""f"": ""Silence""}, {""t"": 358.045918367, ""f"": ""End""}]","[0.0, 0.261224489, 34.133333333, 84.195555555, 125.321065759, 141.439727891, 158.941768707, 158.941768707, 210.982970521, 251.332789115, 273.902585034, 334.251247165, 352.163265306, 358.034285714]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.261224489, ""f"": ""Intro""}, {""t"": 34.133333333, ""f"": ""Chorus""}, {""t"": 84.195555555, ""f"": ""Theme""}, {""t"": 125.321065759, ""f"": ""Interlude""}, {""t"": 141.439727891, ""f"": ""Chorus""}, {""t"": 158.941768707, ""f"": ""Instrumental""}, {""t"": 158.941768707, ""f"": ""Solo""}, {""t"": 210.982970521, ""f"": ""Theme""}, {""t"": 251.332789115, ""f"": ""Transition""}, {""t"": 273.902585034, ""f"": ""Interlude""}, {""t"": 334.251247165, ""f"": ""Outro""}, {""t"": 352.163265306, ""f"": ""Silence""}, {""t"": 358.034285714, ""f"": ""End""}]",spectrograms/mel/404_Erik_Truffaz_Minaret.png,spectrograms/linear/404_Erik_Truffaz_Minaret.png,spectrograms/matrices/404_Erik_Truffaz_Minaret.npy
406,The Jackal,Ronny Jordan,"[0.0, 0.046439909, 31.114739229, 62.183038548, 82.770249433, 114.016190476, 155.289183673, 186.200816326, 245.504580498, 276.317460317, 376.859863945, 394.971269841, 415.404988662, 427.701814058, 427.702857142]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.046439909, ""f"": ""Intro""}, {""t"": 31.114739229, ""f"": ""Verse""}, {""t"": 62.183038548, ""f"": ""Interlude""}, {""t"": 82.770249433, ""f"": ""Chorus""}, {""t"": 114.016190476, ""f"": ""Verse""}, {""t"": 155.289183673, ""f"": ""Chorus""}, {""t"": 186.200816326, ""f"": ""Verse""}, {""t"": 245.504580498, ""f"": ""Chorus""}, {""t"": 276.317460317, ""f"": ""Solo""}, {""t"": 376.859863945, ""f"": ""Interlude""}, {""t"": 394.971269841, ""f"": ""Outro""}, {""t"": 415.404988662, ""f"": ""Fade-out""}, {""t"": 427.701814058, ""f"": ""Silence""}, {""t"": 427.702857142, ""f"": ""End""}]","[0.0, 0.0, 25.45510204, 31.312970521, 72.679591836, 83.00648526, 103.686598639, 114.006190476, 155.296462585, 175.927142857, 186.27063492, 214.620113378, 235.265034013, 276.512743764, 286.78371882, 317.703696145, 346.065600907, 389.919365079, 415.548820861, 427.712675736, 427.712675736]","[{""t"": 0.0, ""f"": ""Intro""}, {""t"": 0.0, ""f"": ""Silence""}, {""t"": 25.45510204, ""f"": ""Intro""}, {""t"": 31.312970521, ""f"": ""Verse""}, {""t"": 72.679591836, ""f"": ""Transition""}, {""t"": 83.00648526, ""f"": ""Chorus""}, {""t"": 103.686598639, ""f"": ""Interlude""}, {""t"": 114.006190476, ""f"": ""Verse""}, {""t"": 155.296462585, ""f"": ""Chorus""}, {""t"": 175.927142857, ""f"": ""Interlude""}, {""t"": 186.27063492, ""f"": ""Verse""}, {""t"": 214.620113378, ""f"": ""Bridge""}, {""t"": 235.265034013, ""f"": ""Chorus""}, {""t"": 276.512743764, ""f"": ""Interlude""}, {""t"": 286.78371882, ""f"": ""no_function""}, {""t"": 317.703696145, ""f"": ""Solo""}, {""t"": 346.065600907, ""f"": ""Interlude""}, {""t"": 389.919365079, ""f"": ""Chorus""}, {""t"": 415.548820861, ""f"": ""no_function""}, {""t"": 427.712675736, ""f"": ""End""}, {""t"": 427.712675736, ""f"": ""Silence""}]",spectrograms/mel/406_Ronny_Jordan_The_Jackal.png,spectrograms/linear/406_Ronny_Jordan_The_Jackal.png,spectrograms/matrices/406_Ronny_Jordan_The_Jackal.npy
408,Come As You Are,Charlie Hunter,"[0.0, 1.1261678, 23.430362811, 81.943968253, 126.542312925, 170.742653061, 214.458253968, 228.00063492, 299.711904761, 346.646757369, 366.410249433, 370.681224489]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 1.1261678, ""f"": ""Intro""}, {""t"": 23.430362811, ""f"": ""Head""}, {""t"": 81.943968253, ""f"": ""Solo""}, {""t"": 126.542312925, ""f"": ""Solo""}, {""t"": 170.742653061, ""f"": ""Solo""}, {""t"": 214.458253968, ""f"": ""Interlude""}, {""t"": 228.00063492, ""f"": ""Head""}, {""t"": 299.711904761, ""f"": ""Solo""}, {""t"": 346.646757369, ""f"": ""Outro""}, {""t"": 366.410249433, ""f"": ""Silence""}, {""t"": 370.681224489, ""f"": ""End""}]","[0.0, 0.592108843, 23.336031746, 43.998798185, 64.607369614, 82.027823129, 170.570612244, 214.309138321, 227.963015873, 248.30893424, 268.467981859, 299.612222222, 370.677528344]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.592108843, ""f"": ""Intro""}, {""t"": 23.336031746, ""f"": ""no_function""}, {""t"": 43.998798185, ""f"": ""no_function""}, {""t"": 64.607369614, ""f"": ""no_function""}, {""t"": 82.027823129, ""f"": ""Solo""}, {""t"": 170.570612244, ""f"": ""Solo""}, {""t"": 214.309138321, ""f"": ""Interlude""}, {""t"": 227.963015873, ""f"": ""no_function""}, {""t"": 248.30893424, ""f"": ""no_function""}, {""t"": 268.467981859, ""f"": ""no_function""}, {""t"": 299.612222222, ""f"": ""Outro""}, {""t"": 370.677528344, ""f"": ""End""}]",spectrograms/mel/408_Charlie_Hunter_Come_As_You_Are.png,spectrograms/linear/408_Charlie_Hunter_Come_As_You_Are.png,spectrograms/matrices/408_Charlie_Hunter_Come_As_You_Are.npy
410,Betty,Erik Truffaz,"[0.0, 0.244897959, 56.861904761, 113.165668934, 170.097777777, 227.985124716, 253.026893424, 257.256462585]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.244897959, ""f"": ""Head""}, {""t"": 56.861904761, ""f"": ""Solo""}, {""t"": 113.165668934, ""f"": ""Solo""}, {""t"": 170.097777777, ""f"": ""Head""}, {""t"": 227.985124716, ""f"": ""Outro""}, {""t"": 253.026893424, ""f"": ""Silence""}, {""t"": 257.256462585, ""f"": ""End""}]","[0.0, 0.233650793, 57.173469387, 113.72723356, 169.969478458, 257.253854875]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.233650793, ""f"": ""Head""}, {""t"": 57.173469387, ""f"": ""Solo""}, {""t"": 113.72723356, ""f"": ""Solo""}, {""t"": 169.969478458, ""f"": ""Head""}, {""t"": 257.253854875, ""f"": ""End""}]",spectrograms/mel/410_Erik_Truffaz_Betty.png,spectrograms/linear/410_Erik_Truffaz_Betty.png,spectrograms/matrices/410_Erik_Truffaz_Betty.npy
